des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h
2023 MJ5,5,2460112.444526788,2023-Jun-16 22:40,0.0376793990201209,0.0375283194154952,0.0378304715851882,4.92904659777134,4.9146791747589,< 00:01,24.19
2023 HL,11,2460112.668663704,2023-Jun-17 04:03,0.0346711552900399,0.0346672226558882,0.0346750878357527,1.03597471325142,0.958928331885054,00:02,26.95
2023 LV1,20,2460112.767998634,2023-Jun-17 06:26,0.0376916434962473,0.0376912127738182,0.037692074218672,16.5359090634905,16.531633480341,< 00:01,21.38
2023 LE2,1,2460113.147993501,2023-Jun-17 15:33,0.00105494567231676,0.00105441333492771,0.00105547796080415,6.83276158072566,6.45253632535466,< 00:01,30.08
2023 MR3,2,2460113.375973178,2023-Jun-17 21:01,0.0232880415485186,0.0231287065702167,0.0234473698937357,8.69297588046089,8.67980423409021,< 00:01,24.58
2023 LV,15,2460113.611282084,2023-Jun-18 02:40,0.0304209378375635,0.0303684454158256,0.0304734297657359,8.01396842412213,8.00303166679449,< 00:01,25.18
2023 LW,9,2460114.008092687,2023-Jun-18 12:12,0.0154966025103212,0.0154549757436154,0.0155382289995463,16.6435035338537,16.6331695933148,< 00:01,25.17
2023 MJ20,1,2460114.374336775,2023-Jun-18 20:59,0.000298079230161174,0.000297355351001063,0.000298802115980095,9.56258323327664,8.57702393696239,< 00:01,30.78
2016 LK49,7,2460114.542723792,2023-Jun-19 01:02,0.0444943069500224,0.00243419280143461,0.220767546569498,19.4063781020879,19.4032920876477,7_16:54,26.0
2023 MB4,10,2460114.646348293,2023-Jun-19 03:31,0.0224601781972914,0.0224110349910414,0.0225093205720755,7.78633047609566,7.77107970324475,< 00:01,25.44
2023 MK3,2,2460115.102045344,2023-Jun-19 14:27,0.0422822005002017,0.04188296814479,0.0426814186563709,8.14852596266575,8.14078879593094,< 00:01,25.84
2023 MB3,2,2460115.633896478,2023-Jun-20 03:13,0.00104971438762518,0.00104886746554936,0.0010505612621737,8.95437228967061,8.66626813993507,< 00:01,30.00
2023 MJ1,7,2460115.974538257,2023-Jun-20 11:23,0.0448841286705318,0.0447344591630753,0.0450337922103987,4.47089190913865,4.45759435647775,< 00:01,25.87
2023 MD4,7,2460116.255983050,2023-Jun-20 18:09,0.00193690142717436,0.00193336922821176,0.00194043319940054,8.68564195053599,8.52579004114197,< 00:01,26.79
2023 LT1,9,2460116.494654621,2023-Jun-20 23:52,0.00458949521736529,0.00458552168436575,0.00459346867492227,10.275106042498,10.2184481852834,< 00:01,26.89
2023 MD6,7,2460117.112399239,2023-Jun-21 14:42,0.014272195600709,0.0142447998261248,0.0142995910725087,11.2148356584886,11.1981765661509,< 00:01,24.90
2023 MO3,3,2460117.152938922,2023-Jun-21 15:40,0.0110245529545266,0.0109937065708809,0.011055398913405,14.003400608226,13.9861308707466,< 00:01,26.35
2023 HF1,20,2460117.214957587,2023-Jun-21 17:10,0.0319449539348475,0.031943911950345,0.031945995918867,4.3686714721946,4.34953716119568,< 00:01,23.68
2023 MW5,2,2460118.275432385,2023-Jun-22 18:37,0.00546819893718899,0.00544369632105705,0.00549269782338009,7.28197559705499,7.21475101706604,00:08,27.05
2023 MQ3,3,2460118.487304836,2023-Jun-22 23:42,0.048181934272219,0.0480083122143883,0.0483555554893123,12.7532604525585,12.7489235391913,< 00:01,25.18
2023 MW2,3,2460118.802625816,2023-Jun-23 07:16,0.000827040809104949,0.000826626113218068,0.000827455479860436,9.81245756142408,9.47844494875979,< 00:01,29.98
2023 MQ,7,2460119.016939978,2023-Jun-23 12:24,0.00781191302870199,0.00780276054483748,0.00782106532332722,8.79364181935597,8.7547688995457,< 00:01,27.49
2023 MU,2,2460119.409839007,2023-Jun-23 21:50,0.047266502620383,0.0467018788275889,0.0478311186173039,13.9722570675527,13.968221960734,< 00:01,24.00
2023 ML3,3,2460120.076505642,2023-Jun-24 13:50,0.00174102944349483,0.00173901885540083,0.00174303996901774,14.7170631288507,14.6127046808246,< 00:01,28.38
467336,108,2460120.269478942,2023-Jun-24 18:28,0.0445050032466665,0.0445050003301889,0.044505006163144,7.14849486074341,7.14011486995838,< 00:01,20.61
2008 LG2,27,2460120.368832483,2023-Jun-24 20:51,0.0269128954759724,0.0269122521002173,0.0269135388516633,5.61289980640861,5.59523338260284,< 00:01,25.34
2023 MD,17,2460120.572861572,2023-Jun-25 01:45,0.0178356439321721,0.0178249703544185,0.0178463172813983,4.1174003193284,4.08095625912809,< 00:01,25.54
2023 MO5,3,2460120.991698192,2023-Jun-25 11:48,0.00389881175694369,0.00389184371698504,0.0039057792553194,7.80706552848619,7.71903206801915,< 00:01,27.31
2023 MF1,6,2460121.307747055,2023-Jun-25 19:23,0.0128880347721951,0.0128206770104907,0.0129553916173238,17.7699011069473,17.7582629854346,< 00:01,24.90
2023 MU2,6,2460121.471653942,2023-Jun-25 23:19,0.00145052466894032,0.00145036876011161,0.00145068057256312,4.5179124723726,4.09117569029004,< 00:01,29.09
2023 ME1,2,2460121.679338141,2023-Jun-26 04:18,0.0326478966344303,0.0321086467317831,0.0331871267360667,12.1346646026471,12.1279371635358,< 00:01,25.54
2023 MH4,4,2460122.521195410,2023-Jun-27 00:31,0.00693739860356834,0.00692231877077416,0.00695247811933559,12.6809552806754,12.6506315026515,< 00:01,26.83
2023 MS2,4,2460122.753512354,2023-Jun-27 06:05,0.0254385783856782,0.0253478493424171,0.0255293063206493,11.0840518300748,11.0745980342201,< 00:01,25.03
2023 MO2,2,2460123.280416825,2023-Jun-27 18:44,0.03747933658144,0.0371457121633652,0.0378129558975684,12.8806019667067,12.8750814798668,< 00:01,24.69
2023 MG4,4,2460123.814130764,2023-Jun-28 07:32,0.0320750609541136,0.0319288887828645,0.0322212316881811,12.4018318710147,12.3951318470585,< 00:01,25.10
2013 WV44,29,2460123.879869652,2023-Jun-28 09:07,0.0233407862150458,0.023340785413688,0.0233407870164063,11.8088951156271,11.7992242470959,< 00:01,22.89
2023 MH6,3,2460124.649372040,2023-Jun-29 03:35,0.00447395855087719,0.004464550713071,0.00448336599305937,10.7122278243368,10.6564871793959,< 00:01,25.19
2023 MN1,5,2460124.871079072,2023-Jun-29 08:54,0.0243695351482415,0.0242771922960561,0.0244618773203659,14.989726293511,14.9824304230793,< 00:01,24.98
2023 MR1,9,2460125.082616385,2023-Jun-29 13:59,0.015284595407422,0.0152845543338422,0.0152846364810132,12.0877561449887,12.0733259558262,< 00:01,23.84
2023 MX2,5,2460125.168299886,2023-Jun-29 16:02,0.00302774524501324,0.00302501740587582,0.0030304726634992,4.2952148661762,4.08519629716218,< 00:01,28.32
2022 MM1,5,2460125.341423985,2023-Jun-29 20:12,0.0251482237395297,0.02514779355388,0.025148653925168,9.74599624009269,9.73511893718156,< 00:01,24.81
2023 MZ5,4,2460125.916489237,2023-Jun-30 10:00,0.00677264311260053,0.00676275920667318,0.00678252682359355,10.8166337628557,10.7802008362089,< 00:01,26.13
2023 NS1,1,2460126.026106931,2023-Jun-30 12:38,0.046557115621172,0.0461564183490952,0.0469578070508954,11.5350682373457,11.5301057484136,00:25,24.64
2023 LG2,10,2460126.586361519,2023-Jul-01 02:04,0.0146028340842526,0.0145832396733687,0.0146224259315378,2.7588821262104,2.69193318166031,< 00:01,25.74
2023 MB6,1,2460126.879477809,2023-Jul-01 09:06,0.0155960353553753,0.015548197647922,0.0156438722298033,10.942077602175,10.9264530154702,< 00:01,24.67
2012 YF8,9,2460127.452701768,2023-Jul-01 22:52,0.0487401159174156,0.0487397286807039,0.0487405031543933,17.9432775012016,17.9402305822623,< 00:01,22.25
2023 MF6,19,2460128.027525338,2023-Jul-02 12:40,0.022314277980809,0.0222791961073076,0.0223493595629937,9.5180214301941,9.5054677998385,< 00:01,22.99
2020 NC,15,2460128.229976592,2023-Jul-02 17:31,0.035889132629235,0.0358883669554454,0.0358898983034203,7.75358003933103,7.7439989358257,< 00:01,22.16
2023 NG1,9,2460129.025087095,2023-Jul-03 12:36,0.00471143888543848,0.00471108017079694,0.00471179759716059,3.77121906677165,3.61815216022377,< 00:01,26.35
2023 MT1,11,2460129.475597046,2023-Jul-03 23:25,0.00736603518290541,0.00735959325455351,0.00737247681369224,5.21102171113441,5.14113773428506,< 00:01,26.82
2023 HO6,77,2460131.415816446,2023-Jul-05 21:59,0.0136753470490664,0.0136753164879013,0.013675377610233,7.76909166941623,7.74397243442221,< 00:01,21.37
2023 NO,3,2460131.424771572,2023-Jul-05 22:12,0.00255049372622451,0.00254535610887683,0.00255563068522239,7.95324679940641,7.82078969660688,< 00:01,28.65
2023 NK,6,2460131.672901822,2023-Jul-06 04:09,0.0099255958483973,0.00990998592518329,0.0099412043556852,3.21158783924388,3.12688437472843,< 00:01,27.16
2023 ME4,15,2460131.916954597,2023-Jul-06 10:00,0.00758740957285311,0.00758233432292533,0.00759248478068873,10.6591232587135,10.626126591864,< 00:01,25.36
2023 LH2,9,2460132.263404645,2023-Jul-06 18:19,0.0481192784031473,0.0480485316579322,0.0481900247822636,7.92987368716399,7.92288785223145,< 00:01,24.66
2023 NQ1,8,2460132.435787733,2023-Jul-06 22:28,0.0475885589742703,0.0471675429015398,0.0480095733851654,22.4237289390283,22.4212318952914,< 00:01,23.10
2019 LH5,31,2460132.674071033,2023-Jul-07 04:11,0.0381965647725888,0.038196561978714,0.0381965675664658,21.6493792153836,21.6461568489492,< 00:01,20.49
2023 NN1,4,2460135.446536971,2023-Jul-09 22:43,0.0161562015485354,0.0161100717005481,0.0162023278385647,4.9141385486619,4.88046287265718,< 00:01,27.16
2018 NW,3,2460135.741736145,2023-Jul-10 05:48,0.0462003396715327,0.000736633262521996,0.199669364149798,21.8170983080297,21.814454703347,6_03:03,27.8
2023 LN1,26,2460136.127391369,2023-Jul-10 15:03,0.0458269273469562,0.0457718207193928,0.0458820335132489,5.78647764596805,5.77642095983866,< 00:01,23.84
2023 MD2,16,2460136.746742398,2023-Jul-11 05:55,0.0143138362750215,0.0143126893677571,0.0143149831813153,8.43385070079111,8.41175031796033,< 00:01,24.35
2023 NE,6,2460136.771149435,2023-Jul-11 06:30,0.028965690652399,0.0289144594022325,0.029016921670719,11.9918593704181,11.9841860928061,< 00:01,24.63
2023 MQ1,20,2460137.197290783,2023-Jul-11 16:44,0.0275365011736601,0.0274923525126762,0.0275806490625438,5.97435402904765,5.95813583392937,< 00:01,24.93
2023 OM,2,2460137.796308113,2023-Jul-12 07:07,0.0196008608318836,0.0194834737497055,0.0197182446219696,10.6784983751008,10.6657608186652,00:01,25.58
2018 UY,52,2460138.165008742,2023-Jul-12 15:58,0.0190451481328426,0.0190451256176737,0.0190451706480558,16.3829150352754,16.3743732223615,< 00:01,20.72
2023 NU,2,2460138.326125239,2023-Jul-12 19:50,0.0216083824985367,0.0215260039341167,0.0216907604338636,15.6765724751794,15.6687047718014,< 00:01,23.72
2023 NT1,19,2460138.925402375,2023-Jul-13 10:13,0.000674425273154422,0.000674294202503653,0.000674556343869597,11.272491817182,10.9163909090896,< 00:01,25.04
2023 OZ,3,2460139.331492345,2023-Jul-13 19:57,0.0191686998874269,0.0190649171387483,0.0192724737031086,5.94355959387777,5.92012647755635,< 00:01,26.35
2023 NP,3,2460139.760431869,2023-Jul-14 06:15,0.0334578352834242,0.0332397893915647,0.0336758744685039,8.24431609731841,8.23465081526915,00:02,26.16
2023 OX,6,2460139.852751287,2023-Jul-14 08:28,0.019629888919838,0.0195654636196008,0.0196943118055317,6.87031244584334,6.85052709184446,< 00:01,25.37
2023 OY,2,2460140.620496593,2023-Jul-15 02:54,0.0108395366403357,0.0107688192792518,0.0109102501014987,11.0281711437796,11.0058591853623,00:01,27.38
2023 NY,4,2460141.304859690,2023-Jul-15 19:19,0.0295883984316328,0.0294968447414189,0.0296799318057054,2.11059256303782,2.0674859102301,00:06,27.15
2023 NU1,12,2460141.338202506,2023-Jul-15 20:07,0.0340581409440203,0.0340487589501088,0.0340675229348109,16.1752372982458,16.1703999683971,< 00:01,22.44
2023 NW,1,2460141.606257795,2023-Jul-16 02:33,0.0401919186595426,0.0398010538236474,0.0405827800223621,17.0751454226213,17.0712625013106,00:02,25.17
2023 MG6,44,2460142.400904944,2023-Jul-16 21:37,0.0243035441597946,0.02430353382376,0.0243035544958291,12.3659769587216,12.3571080521606,< 00:01,20.19
2023 OE1,3,2460143.207275916,2023-Jul-17 16:58,0.0064446482196827,0.00640422782777077,0.00648505860728747,6.39301864226211,6.3280175509984,00:01,27.17
2023 OD1,4,2460143.626395114,2023-Jul-18 03:02,0.0220474003292557,0.021969145269664,0.0221256536099573,8.60289833206231,8.58883898350929,< 00:01,24.85
2023 OJ1,2,2460143.895555587,2023-Jul-18 09:30,0.00357575903719814,0.00356585957047701,0.00358565652926016,6.32590638931485,6.20699526766331,< 00:01,26.12
2020 UQ3,29,2460144.147122364,2023-Jul-18 15:32,0.00812814420866818,0.00812814354300715,0.00812814487432968,9.27416957411531,9.23875549861362,< 00:01,24.12
2023 OU3,1,2460144.655135066,2023-Jul-19 03:43,0.0046061849925156,0.00458858874579734,0.00462378043533819,8.28160186125178,8.21145636625612,00:05,25.94
2012 YJ7,10,2460144.892757703,2023-Jul-19 09:26,0.0179607652291476,0.0179600548911633,0.0179614755672217,19.3440343736531,19.3363638223302,< 00:01,22.43
2023 OA,9,2460145.041400244,2023-Jul-19 13:00,0.0157891185044437,0.0157682546673888,0.0158099820096013,7.49435422510192,7.47180279069159,< 00:01,26.45
2023 NE1,15,2460145.238731990,2023-Jul-19 17:44,0.0326105728884135,0.0325606076219651,0.0326605373841525,5.66903717707,5.65460613332114,< 00:01,23.88
2022 GX2,1,2460145.746898867,2023-Jul-20 05:56,0.0305884029843907,0.0297388123560642,0.03274260594788,9.3899776830584,9.3806964499812,03:58,29.34
2023 NL,11,2460145.920781220,2023-Jul-20 10:06,0.0489050463881865,0.0488665426452604,0.0489435499075951,5.45753877174344,5.44754660650676,< 00:01,24.61
2020 OM,2,2460146.219868753,2023-Jul-20 17:17,0.0216905233013383,0.0204393893440887,0.0261511364875999,9.48469471273716,9.47173439073888,1_22:09,26.93
2023 OS,6,2460146.609280672,2023-Jul-21 02:37,0.0130281064884805,0.0130006794734232,0.0130555331004831,10.8228355905973,10.8039221893325,< 00:01,24.34
2023 OV1,1,2460146.998690407,2023-Jul-21 11:58,0.00368125550717351,0.00367081602572059,0.00369169460938599,13.371604249684,13.3173648853364,00:01,25.41
2023 NM1,8,2460147.112359742,2023-Jul-21 14:42,0.0340507185856574,0.033919394808255,0.0341820403657679,8.9124068056971,8.9036225463077,< 00:01,25.02
2023 MX5,8,2460147.123078737,2023-Jul-21 14:57,0.0305057742157082,0.0303741023732755,0.0306374446428211,11.8166656592197,11.8092717987457,< 00:01,23.84
2023 NR1,11,2460147.529493457,2023-Jul-22 00:42,0.00748014148341732,0.00748011676237561,0.00748016620447859,15.185423352115,15.161948035384,< 00:01,23.28
2023 MM3,21,2460148.123791417,2023-Jul-22 14:58,0.0489051021428372,0.0488826118985358,0.0489275923316539,6.3770104433731,6.36846110956932,< 00:01,24.52
2023 OU,2,2460148.487273121,2023-Jul-22 23:42,0.00449191564820836,0.00448379849164138,0.00450003188076956,6.0629030440377,5.96426432913616,< 00:01,26.09
2023 OZ1,24,2460149.179007471,2023-Jul-23 16:18,0.0436273803052644,0.0436188658217782,0.0436358947879422,22.1263895464698,22.123629160838,< 00:01,20.09
2015 MA54,11,2460149.937535940,2023-Jul-24 10:30,0.0426092485728691,0.0419953722633432,0.0446936950277914,9.20453379859802,9.19773758458959,9_18:54,25.3
2023 QE1,2,2460151.445752570,2023-Jul-25 22:42,0.039491372681141,0.0391266260103199,0.0398561069659333,7.8299873186854,7.82136571142862,00:58,25.23
2023 OR1,4,2460152.918357044,2023-Jul-27 10:02,0.00799530873442435,0.00796715020973636,0.00802346624718201,11.4168237084504,11.3875964499967,< 00:01,26.45
2018 BG5,8,2460153.222535909,2023-Jul-27 17:20,0.0275705751604809,0.0275704200254454,0.0275707302958502,8.35932875232385,8.34775975413736,< 00:01,24.08
2023 OY3,4,2460154.942553276,2023-Jul-29 10:37,0.0369916899564689,0.0367474287141497,0.0372359537538391,10.5706670113498,10.5638507562249,00:04,25.80
2020 PP1,12,2460155.255261509,2023-Jul-29 18:08,0.0436272832492045,0.0436271429573221,0.0436274235411464,4.06694789503377,4.051902984196,< 00:01,26.70
2023 PA,6,2460156.041252760,2023-Jul-30 12:59,0.0299088707809158,0.0297668663311911,0.0300508716951151,8.25790504411864,8.24710995050433,< 00:01,25.71
2021 BD3,5,2460156.109503928,2023-Jul-30 14:38,0.0358004357337332,0.0289097912462981,0.0433052107249618,8.50188115208585,8.49312259075593,09:51,25.72
2023 OQ2,7,2460156.255104105,2023-Jul-30 18:07,0.0104860099282483,0.0104811608460397,0.0104908588419332,3.76150883758291,3.69333883441867,< 00:01,27.23
2023 QM,3,2460156.627233361,2023-Jul-31 03:03,0.0431383382345243,0.0430372092371654,0.0432394576313161,2.48424346414733,2.45925471237922,00:01,26.83
2016 AW65,13,2460157.307236759,2023-Jul-31 19:22,0.042741505693237,0.0427413963735326,0.0427416150129753,5.71761015084763,5.70669668544115,< 00:01,24.43
2023 QP2,2,2460157.466656899,2023-Jul-31 23:12,0.0415253313451603,0.0413722492650541,0.0416784113050399,6.84125940454323,6.83187382271393,00:09,24.55
2023 OQ3,7,2460157.782144809,2023-Aug-01 06:46,0.010068570290514,0.0100572736784524,0.0100798667621166,9.7806346856196,9.75354028970291,< 00:01,25.08
2023 QR2,1,2460158.004594666,2023-Aug-01 12:07,0.0199404465961428,0.0195584088087892,0.0203224266034715,7.28521245613376,7.2668477921037,01:39,25.94
2023 OD5,6,2460158.221369601,2023-Aug-01 17:19,0.0354368080077179,0.0352480758309323,0.035625539273911,18.2164646730022,18.212336642708,< 00:01,24.19
2023 OS3,3,2460158.367298965,2023-Aug-01 20:49,0.00643139948330742,0.00642179165183805,0.00644100632351639,4.81943574947667,4.73269229155591,< 00:01,27.74
2023 OF1,6,2460158.934275794,2023-Aug-02 10:25,0.0454253438892209,0.0451127758927263,0.0457379074850914,10.7342435536753,10.7287777595204,< 00:01,24.87
2023 QM1,2,2460159.199853628,2023-Aug-02 16:48,0.0487161510364019,0.0483314565274352,0.049100834143772,7.59057187684439,7.58336294084182,00:10,25.52
2023 OY4,5,2460159.324818987,2023-Aug-02 19:48,0.00815268677572501,0.00811648433321715,0.00818888854277239,17.6420684976048,17.6235335956808,< 00:01,25.27
2023 OW4,2,2460159.675633374,2023-Aug-03 04:13,0.00377732635131811,0.00376656518179143,0.00378808665495641,9.68472822259674,9.6116172133629,00:05,27.77
2020 PN1,13,2460160.043188701,2023-Aug-03 13:02,0.0277585732427032,0.0277584751064273,0.0277586713791212,4.84032557520763,4.82045396586652,< 00:01,25.45
2023 PD,11,2460160.482024653,2023-Aug-03 23:34,0.029583329288999,0.0295326575215279,0.0296340004224767,7.04122781766061,7.0284248122295,< 00:01,24.90
620082,77,2460160.919931697,2023-Aug-04 10:05,0.0357539874171692,0.0357539858034797,0.0357539890308587,20.6238028830598,20.6201891407929,< 00:01,19.87
2023 OR5,11,2460161.405209620,2023-Aug-04 21:44,0.0190276288487866,0.0190106400037252,0.0190446175395724,7.44557135034008,7.4267400977243,< 00:01,25.20
2023 PK1,4,2460162.204538495,2023-Aug-05 16:55,0.0384808862871981,0.0382126619016645,0.0387491056676227,10.1467159438364,10.139889604055,00:02,25.46
2023 PL,5,2460162.467374948,2023-Aug-05 23:13,0.0388413918612651,0.0386118534047721,0.0390709293434967,19.5587478921634,19.5552402484924,< 00:01,22.32
2023 OQ,14,2460162.960054742,2023-Aug-06 11:02,0.0253969617914934,0.0253944986663774,0.025399424916413,21.318938682841,21.3140169827684,< 00:01,21.85
2023 PR,9,2460163.030093379,2023-Aug-06 12:43,0.0156001679688894,0.0155605295675077,0.015639803801187,5.12169691048545,5.08823967652664,< 00:01,24.52
2023 PN,15,2460163.218153467,2023-Aug-06 17:14,0.0212807463457188,0.0212770780058033,0.0212844146801413,7.62340744604089,7.6069658130258,< 00:01,25.07
2023 PT,2,2460164.062458157,2023-Aug-07 13:30,0.00355238640138316,0.00353808254137976,0.00356669149309365,7.49446779207453,7.39370954100309,00:20,27.08
2023 PO1,4,2460165.028329571,2023-Aug-08 12:41,0.00662761089102248,0.00659435912097801,0.00666085914703081,8.41967504842109,8.37179035064986,00:06,26.29
2023 QN5,1,2460165.504355313,2023-Aug-09 00:06,0.0358430149776793,0.0353787509600522,0.036307241949159,7.60131417896559,7.59152832381601,01:30,24.51
2023 PU,3,2460166.436824006,2023-Aug-09 22:29,0.0208344815500156,0.0207818637662667,0.0208870982502846,7.95464281214476,7.93854938570538,< 00:01,27.15
2023 PO,3,2460166.919658494,2023-Aug-10 10:04,0.0377590091884068,0.0375448396198027,0.0379731733867158,8.00158417669227,7.99276038361427,< 00:01,25.85
2022 BS2,7,2460168.340631612,2023-Aug-11 20:11,0.0443351292806923,0.0418180959781952,0.0469737374079063,8.21803028253835,8.21071400783836,05:05,25.35
2023 QD,2,2460168.991579025,2023-Aug-12 11:48,0.00850937271182436,0.00848720064765383,0.00853154347121547,7.5571430691277,7.51559482649756,00:06,26.73
2023 QD5,1,2460169.397566915,2023-Aug-12 21:32,0.0101945532602849,0.0101209683002467,0.0102681371166892,22.2442691475372,22.2325163633451,00:03,25.83
2023 PP1,2,2460169.492005384,2023-Aug-12 23:48,0.0428738562237637,0.0426569094255146,0.0430907990923116,8.40977121715334,8.40237811739645,00:04,25.52
2023 PB1,1,2460170.335994812,2023-Aug-13 20:04,0.0103756246440479,0.0103192119178513,0.0104320360722335,15.5155446521626,15.4989845539766,< 00:01,26.39
2023 OE5,19,2460170.545042573,2023-Aug-14 01:05,0.0103253855306306,0.0103252919355912,0.0103254791255937,3.87047301439505,3.80321689106735,< 00:01,26.36
2023 PA1,2,2460170.838526699,2023-Aug-14 08:07,0.0168541171122613,0.0167783473965329,0.0169298863021071,20.2382140725618,20.2304010693596,< 00:01,25.33
2023 PQ,4,2460170.970038115,2023-Aug-14 11:17,0.00505446887191872,0.00503934259765943,0.00506959471813119,14.815149916757,14.7795250497555,< 00:01,25.01
2023 PS,8,2460171.360472784,2023-Aug-14 20:39,0.0169683528666978,0.0169351599184329,0.0170015451528924,7.85508591191374,7.83506999883634,< 00:01,26.59
2023 PC,9,2460171.371093895,2023-Aug-14 20:54,0.0340325216285479,0.0339964005536516,0.0340686422678628,5.26430580573881,5.24941247316334,< 00:01,24.55
2023 QH5,7,2460172.253359513,2023-Aug-15 18:05,0.0378396842051172,0.0377760133812863,0.0379033546946515,9.73431409368373,9.72707772054536,< 00:01,24.55
2023 PX,5,2460172.479214870,2023-Aug-15 23:30,0.033259322093466,0.0331153226134834,0.0334033180734033,7.5669765587849,7.55638205283902,< 00:01,25.91
2023 QT4,2,2460172.498834244,2023-Aug-15 23:58,0.0391116175359532,0.0386401200259857,0.0395831107545111,18.5066013838838,18.5029198982714,00:02,22.73
2023 PH1,5,2460173.414423294,2023-Aug-16 21:57,0.0134076266864546,0.0133846898009515,0.0134305626945105,5.98178100658648,5.94846591505146,< 00:01,27.68
2023 QD1,2,2460173.557560304,2023-Aug-17 01:23,0.00838185993305633,0.00833883676039033,0.00842488156335824,7.18953893657446,7.14518700290723,00:09,27.25
2022 CP1,7,2460173.810526819,2023-Aug-17 07:27,0.0352306782006643,0.0337020989148699,0.0367735701981436,9.81870956023373,9.81100394378761,02:25,27.35
2023 PZ,8,2460174.480427279,2023-Aug-17 23:32,0.00349555786324618,0.00349545527538025,0.00349566044224813,1.56592766139572,0.963138078414366,< 00:01,29.12
2023 PD1,4,2460175.020579367,2023-Aug-18 12:30,0.0392818405988861,0.0390571447458126,0.0395065302286872,7.48916316583013,7.48010062279527,00:01,25.36
2023 QC,10,2460175.027770508,2023-Aug-18 12:40,0.00912306529011282,0.00911808873497275,0.00912804179558633,7.98568032604413,7.94902327029355,< 00:01,24.73
2023 QY,1,2460175.159187314,2023-Aug-18 15:49,0.000447269346513161,0.000443398203731251,0.000451140111562408,13.2243257424822,12.765906265635,00:11,28.61
2023 RA,2,2460175.462498554,2023-Aug-18 23:06,0.0131415203970969,0.0130483544917022,0.0132346817567606,10.1829431736718,10.163012653126,00:22,25.14
2023 QP3,1,2460175.882277958,2023-Aug-19 09:10,0.0105401584622585,0.0104568618738217,0.0106234494626993,10.8625611241217,10.839264180476,00:12,27.56
2023 QE2,1,2460175.887626423,2023-Aug-19 09:18,0.00273107279174407,0.00272386775622359,0.00273827742844133,12.3768380294769,12.2977594242627,00:02,27.77
2011 QJ21,13,2460175.902816686,2023-Aug-19 09:40,0.0331649865314705,0.0322052878203807,0.203674540722393,15.0543311179919,15.0489934929089,5_07:17,24.46
2023 QM5,4,2460176.154561874,2023-Aug-19 15:43,0.00873263101894539,0.00870406384882929,0.00876119208054645,4.21659998577895,4.1436071554152,< 00:01,26.91
2023 QZ3,6,2460176.229671022,2023-Aug-19 17:31,0.044890932452112,0.0448487502256581,0.0449331144930458,7.1593321979217,7.15103688275075,< 00:01,24.84
2023 QS1,1,2460176.265351375,2023-Aug-19 18:22,0.000716223391031886,0.000715466986457663,0.000716979766261739,15.7210481417843,15.4826030221865,< 00:01,28.62
2023 QR,1,2460177.348004258,2023-Aug-20 20:21,0.00138774639242337,0.00138613556039633,0.00138935719176148,20.8790558316011,20.7868940294255,< 00:01,29.31
2023 QE,4,2460177.703347232,2023-Aug-21 04:53,0.0221781030404311,0.022050792953457,0.0223054049710844,6.53925758435155,6.52085957298869,00:03,27.39
2023 PM1,13,2460178.182086241,2023-Aug-21 16:22,0.0209038699633963,0.0208396801263982,0.0209680595087236,18.5654571285288,18.5585902345954,< 00:01,23.62
2023 QB1,3,2460178.464936165,2023-Aug-21 23:10,0.00467677305775368,0.0046676411456014,0.0046859046502235,11.2902551173856,11.239680091516,< 00:01,28.95
2023 QO5,2,2460178.592899291,2023-Aug-22 02:14,0.00359904430871427,0.00359270659383934,0.00360538173276711,8.26918808595913,8.17916940964445,00:04,26.89
2023 PM,33,2460178.665799395,2023-Aug-22 03:59,0.0243862327854553,0.0243861882376791,0.0243862773332315,6.96753246589084,6.95183324167827,< 00:01,23.98
2023 QZ,2,2460178.844027524,2023-Aug-22 08:15,0.0346213144679649,0.03437664050293,0.0348659717715386,4.50816287649019,4.49105902807467,00:04,26.91
2023 QU1,2,2460179.256782009,2023-Aug-22 18:10,0.0419446205033187,0.0418307059272143,0.0420585326901572,5.73474916471518,5.72366145872151,00:01,26.16
2023 QC7,10,2460179.684934787,2023-Aug-23 04:26,0.0220708321395502,0.0220123595010658,0.02212930350826,7.56547368845667,7.54949959352975,< 00:01,23.22
6037,165,2460179.846166834,2023-Aug-23 08:18,0.040652235768335,0.0406522220824199,0.04065224945425,14.252495230071,14.2478957673981,< 00:01,18.87
2023 QW,5,2460180.108781146,2023-Aug-23 14:37,0.0107947984250559,0.0107661575793057,0.0108234389896067,16.3453413784874,16.3302334618819,< 00:01,25.97
2006 EF1,12,2460180.268336355,2023-Aug-23 18:26,0.0494598153873844,0.0494560944050454,0.0494635466913423,11.2600285955512,11.2552432570227,00:06,22.92
2023 QO,3,2460180.340943022,2023-Aug-23 20:11,0.0165438526529153,0.0164406930083501,0.0166470071883308,8.7924373502178,8.77410072038509,< 00:01,26.96
2023 QF,7,2460180.341920566,2023-Aug-23 20:12,0.00493823959887324,0.00493325030027938,0.00494322852634375,5.43513576278561,5.3349395154905,< 00:01,27.32
2023 QS2,2,2460180.494560132,2023-Aug-23 23:52,0.0322800723703209,0.0320353712153602,0.0325247715556272,17.6468705381686,17.6421924572924,< 00:01,25.15
